review,date,Marca,Produto,loja,estrelas,gptpt,descricaoGptpt,url
A qualidade e sabor são incríveis,2023-04-04,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação destaca a qualidade e sabor incríveis do produto, o que indica uma experiência positiva.",https://www.amazon.com.br/gp/customer-reviews/R1VZ0JVCJRSBQ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Muito boa,2022-09-01,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito boa. Não há elementos que indiquem ironia, sarcasmo ou polarity shift, sendo uma opinião direta e positiva sobre o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/R1VB5XG2N4UKZO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Cerveja bem encorpada, refrescante e saborosa. Uma delícia de cerveja",2023-01-01,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve a cerveja como bem encorpada, refrescante e saborosa, além de chamar de delícia. Todos esses aspectos positivos indicam uma avaliação positiva do produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/R1V6RCGZN1APKB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Nada a declarar,2022-09-26,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação Nada a declarar não expressa uma opinião positiva ou negativa sobre o produto HOEGAARDEN, sendo considerada neutra.",https://www.amazon.com.br/gp/customer-reviews/R1MJFW1A0NUAO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Amo mt,2023-11-24,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,A avaliação expressa claramente um sentimento positivo ao afirmar que a pessoa ama muito o produto.,https://www.amazon.com.br/gp/customer-reviews/R1JXV69SB4C9J0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Gostei do sabor . Não gostei da lata que veio amassada.,2023-07-21,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação apresenta aspectos positivos e negativos, o que a torna neutra. O gosto do produto foi elogiado, mas a questão da lata amassada não interfere diretamente na qualidade do sabor, sendo mais uma questão de embalagem.",https://www.amazon.com.br/gp/customer-reviews/R1JXA65WRCXHJC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Muito boa!,2022-08-04,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há indicações de sarcasmo, ironia ou polarity shift que possam alterar essa classificação.",https://www.amazon.com.br/gp/customer-reviews/R1IL6WR8JT6Z0X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Eu adoro essa cerveja... Tem um sabor especial... Vale a pena,2022-07-15,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois o autor expressa que adora a cerveja, destaca um sabor especial e afirma que vale a pena. Esses elementos indicam uma experiência positiva com o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/R1IL2A9HT0QGM4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Muito 🤩 bom....Chegou muito rápidoBem embalado, em perfeitas condiçõesParabéns 👏🏻",2022-07-29,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação contém emojis positivos, elogios como Muito bom, Chegou muito rápido, Bem embalado e Parabéns, indicando uma experiência positiva com o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/R1IESLGOJ2EU92/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Ótima cerveja, comprei por menos de R$4 cada lata.",2022-12-30,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve a cerveja como ótima e destaca o preço acessível, o que indica uma experiência positiva com o produto.",https://www.amazon.com.br/gp/customer-reviews/R1GHWUFAYIA32J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Não curti...,2022-05-13,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,A avaliação é claramente negativa ao expressar que a pessoa não curtiu o produto.,https://www.amazon.com.br/gp/customer-reviews/R1G2584MQN76V4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Comprei 8 e só vieram 7 latas.,2022-01-21,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"A avaliação é negativa, pois relata uma experiência insatisfatória de compra, onde o cliente comprou 8 latas e só recebeu 7.",https://www.amazon.com.br/gp/customer-reviews/R1EPZ2VSCKEF94/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Cerveja muito boa, tudo certo. Recomendo",2022-11-01,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois descreve a cerveja como muito boa e recomenda o produto. Não há indícios de ironia, sarcasmo ou polarity shift, apenas elogios diretos ao produto.",https://www.amazon.com.br/gp/customer-reviews/R1CGGA41ALE2JF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Uma das melhores do mercado, vale o seu preço.",2022-03-13,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve o produto como uma das melhores do mercado e afirma que vale o preço, o que indica uma opinião positiva sobre a qualidade e o custo-benefício do produto.",https://www.amazon.com.br/gp/customer-reviews/R10FH1VECGDWXC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Satisfeito.,2024-04-24,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,0,"A avaliação Satisfeito. não expressa claramente uma opinião positiva ou negativa sobre o produto Michelob Ultra. Portanto, é classificada como neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
Cerveja gostosa.,2024-07-17,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como gostosa, indicando uma experiência agradável com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
Muito boa saborosa.,2024-06-25,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como muito boa e saborosa. Não há indicações de sarcasmo, ironia ou polarity shift, apenas elogios diretos ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
"Pena q dura pouco,mais a cerveja é muito boa en.",2024-06-22,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"Apesar da menção de que a cerveja dura pouco, a avaliação é considerada positiva devido ao elogio de que a cerveja é muito boa. A crítica sobre a duração é amenizada pela opinião positiva sobre a qualidade do produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
Gostei muito sabor agradável.,2024-06-17,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,A avaliação expressa claramente uma opinião positiva ao mencionar que gostou muito do sabor agradável do produto Michelob Ultra.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
Cerveja especial.,2024-06-05,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,0,"A avaliação é neutra, pois não expressa claramente uma opinião positiva ou negativa sobre o produto Michelob Ultra. A frase Cerveja especial é genérica e não fornece informações suficientes para determinar a polaridade da avaliação.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
Muito boa cerveja!.,2024-05-17,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que a cerveja é muito boa, sem mencionar nenhum aspecto negativo. Portanto, classificamos como uma avaliação positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
Muito boa.,2024-05-05,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto Michelob Ultra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
"Muito boa a cerveja, recomendo.",2024-04-15,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,A avaliação é claramente positiva ao descrever a cerveja como muito boa e recomendar o produto.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
"Boa cerveja, leve, minha esposa gostou muito.",2024-04-09,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação descreve a cerveja como boa e leve, além de mencionar que a esposa gostou muito. Esses são aspectos positivos que indicam uma experiência satisfatória com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB34198124?noIndex=true&access=view_all&modal=true&controlled=true
"A cerveja é apreciada por ser leve e ideal para quem segue uma dieta, sendo considerada uma das melhores opções low carb disponíveis. O sabor suave e refinado é frequentemente elogiado, tornandoa uma excelente escolha para quem prefere cervejas menos amargas.",2023-11-16,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação destaca aspectos positivos do produto, como ser leve, ideal para quem segue uma dieta, uma das melhores opções low carb disponíveis, sabor suave e refinado frequentemente elogiado. Isso indica uma opinião positiva sobre a cerveja Michelob Ultra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Boa.,2023-11-16,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas afirma que o produto é boa, sem fornecer detalhes que indiquem uma opinião positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Eu não conhecia, comprei e me surpreendi. Muito boa.",2023-10-30,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva, pois o cliente expressa surpresa e satisfação ao experimentar o produto pela primeira vez, afirmando que é muito bom.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Ok.,2023-10-05,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,0,"A avaliação Ok. não expressa uma opinião clara positiva ou negativa sobre o produto Michelob Ultra, sendo considerada neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Veio em garrafa marrom, e eu nunca tinha visto. Tomo bastante essa cerveja. Iai pessoal? é legítima? pesquisei na internet e não achei nada a respeito, no site oficial não tem essa opção e todas as imagens são da garrafa transparente. Quanto ao gosto, parece como a outra, estranhei apenas a garrafa e gostaria de deixar o registro aqui. Obg.",2024-07-08,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,0,"A avaliação não expressa uma opinião clara sobre o produto Michelob Ultra. O consumidor apenas relata uma experiência com a embalagem em garrafa marrom, sem mencionar se isso teve impacto positivo ou negativo. Portanto, a avaliação é considerada neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Excelente cereja sabor refinado!!!.,2024-02-24,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação descreve a cerveja como excelente, com sabor refinado, o que indica uma opinião positiva sobre o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Cerveja bem leve, quase uma água saborizada rsss … uma delícia para quem não gosta de cerveja amarga como eu.",2024-02-14,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação descreve a cerveja como leve e uma delícia, o que indica uma experiência positiva. Apesar da ironia ao comparar a cerveja com uma água saborizada e mencionar não gostar de cerveja amarga, a avaliação final é positiva, destacando que é uma delícia para quem não gosta de cerveja amarga.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Sabor suave, muito boo.",2024-01-28,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação destaca um sabor suave e descreve como muito bom, o que indica uma experiência positiva com o produto Michelob Ultra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
A melhor cerveja low carb.,2023-11-29,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação descreve a cerveja Michelob Ultra como a melhor cerveja low carb, o que indica uma opinião positiva sobre o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Excelente para não atrapalhar a dieta !!.,2024-02-14,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação destaca um ponto positivo do produto, que é ser excelente para não atrapalhar a dieta. Isso indica uma experiência positiva para quem busca uma opção de cerveja que não comprometa a dieta.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Excelente!.,2024-02-22,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao utilizar a palavra Excelente! para descrever o produto. Não há indícios de sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto Michelob Ultra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Bom.,2024-02-16,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas afirma bom sem fornecer detalhes adicionais que indiquem uma opinião positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Atendeu plenamente à expectativa.,2024-02-15,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto atendeu plenamente à expectativa, indicando uma experiência satisfatória.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Adorei, se colocar uma banda de limão. Hummm! perfeita p quem está de dieta.",2024-01-16,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação expressa um sentimento positivo ao afirmar que o produto é perfeito para quem está de dieta, o que pode ser um ponto forte para o Michelob Ultra, conhecido por ser uma cerveja com baixas calorias. A sugestão de adicionar uma banda de limão também indica uma experiência agradável, o que reforça a classificação como positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Ótimo produto, pra quem gosta de uma cerveja boa e suave pode comprar. Recomendo.",2024-01-08,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva, destacando o produto como ótimo, bom e suave, além de recomendar a compra. Não há indícios de ironia, sarcasmo ou polarity shift, apenas elogios ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Muito boa.,2023-12-29,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto Michelob Ultra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
"Boa cerveja, recomendo.",2023-12-11,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva, pois afirma que a cerveja é boa e recomenda. Não há indícios de ironia, sarcasmo ou polarity shift, apenas uma recomendação direta e positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Ótimo!!!.,2023-12-08,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva, pois a palavra Ótimo!!! expressa uma opinião positiva sobre o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Cerveja deliciosa.,2023-12-07,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como deliciosa, indicando uma experiência agradável com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
Simplismente a melhor.,2023-12-07,Michelob Ultra,Michelob Ultra,Mercado Livre,4.8,1,A avaliação é claramente positiva ao afirmar que o produto é simplesmente a melhor. Essa expressão indica uma opinião extremamente favorável em relação ao produto.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB26904815?noIndex=true&access=view_all&modal=true&controlled=true
